UF,Município,Foco,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados,DM_Unidades Habitacionais Danificadas,DM_Unidades Habitacionais Destruídas,DM_Unidades Habitacionais Valor,DM_Instalações públicas de saúde Danificadas,DM_Instalações públicas de saúde Destruídas,DM_Instalações públicas de saúde Valor,DM_Instalações públicas de ensino Danificadas,DM_Instalações públicas de ensino Destruídas,DM_Instalações públicas de ensino Valor,DM_Instalações públicas prestadoras de outros serviços Danificadas,DM_Instalações públicas prestadoras de outros serviços Destruídas,DM_Instalações públicas prestadoras de outros serviços Valor,DM_Instalações públicas de uso comunitário Danificadas,DM_Instalações públicas de uso comunitário Destruídas,DM_Instalações públicas de uso comunitário Valor,DM_Obras de infraestrutura pública Danificadas,DM_Obras de infraestrutura pública Destruídas,DM_Obras de infraestrutura pública Valor,DA_Poluição ou contaminação da água,DA_Poluição ou contaminação do ar,DA_Poluição ou contaminação do solo,DA_Diminuição ou exaurimento hídrico,"DA_Incêndios em parques, APA's ou APP's","PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$)",PEPL_Abastecimento de água potável (R$),PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$),PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$),PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$),PEPL_Geração e distribuição de energia elétrica (R$),PEPL_Telecomunicações (R$),"PEPL_Transportes locais, regionais e de longo curso (R$)","PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$)",PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),,Franco da Rocha,Vizinhas
SP,Paraibuna,Tirar da analise,06/02/2023,SP-F-3535606-13214-20230206,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,17384,0,0,0,0,3,0,720,3,0,220000.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,350000.0,5,1,3920000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Paraibuna,Tirar da analise,06/02/2023,SP-F-3535606-13214-20230204,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,17384,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Paraibuna,Tirar da analise,25/02/2024,SP-F-3535606-13214-20240224,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,17384,0,0,0,0,11,0,2989,4,1,1500000.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,450000.0,7,3,5720000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Pardinho,Tirar da analise,17/02/2023,SP-F-3536109-13214-20230212,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5582,0,0,0,0,0,0,450,0,0,0.0,0,0,0.0,1,0,150000.0,0,0,0.0,0,0,0.0,4,0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Pariquera-Açu,Tirar da analise,12/02/2025,SP-F-3536208-13214-20250208,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,18453,0,15,48,0,1103,0,6434,1900,0,9000000.0,3,0,1300000.0,1,0,500000.0,1,0,100000.0,1,0,200000.0,3,0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Pederneiras,Tirar da analise,18/10/2021,SP-F-3536703-13214-20211015,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,41530,0,0,0,0,4,0,44,0,1,96000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,10000.0,,,,,,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Peruíbe,Tirar da analise,20/01/2021,SP-F-3537602-13214-20210118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,59793,0,0,0,180,461,0,33000,6,0,300000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,25,0,"2,31E+11",,,,DE 0% A 5%,,0.0,0.0,"1,08E+11",0.0,0.0,0.0,0.0,"1,23E+10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Peruíbe,Tirar da analise,10/01/2025,SP-F-3537602-13214-20250108,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,59793,0,0,0,463,1000,0,33000,2,0,60000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Piedade,Tirar da analise,22/02/2023,SP-F-3537800-13214-20230216,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,52214,0,0,0,0,25,0,3700,13,0,1680000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,0,2310000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Piracaia,Tirar da analise,03/02/2023,SP-F-3538600-13214-20230202,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,25139,0,0,0,3,427,0,15000,20,0,100000.0,0,0,0.0,1,0,10000.0,0,0,0.0,0,0,0.0,6,0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Pirapora do Bom Jesus,Tirar da analise,18/02/2020,SP-F-3539103-13214-20200210,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,15727,0,1,1,0,9,0,8189,0,3,50000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,1177827.05,,,,,,0.0,0.0,0.0,18200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Pirassununga,Tirar da analise,13/10/2021,SP-F-3539301-13214-20211009,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,70138,0,0,0,0,0,0,10000,80,0,0.0,20,0,3250000.0,29,0,5628000.0,8,0,2440000.0,8,0,310000.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,,,
SP,Poá,Tirar da analise,07/02/2025,SP-F-3539806-13214-20250202,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,106033,0,0,0,0,39,0,73991,0,0,0.0,2,0,110000.0,1,0,50000.0,0,0,0.0,1,0,180000.0,18,3,648000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Poá,Tirar da analise,04/02/2025,SP-F-3539806-13214-20250201,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106033,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Poá,Tirar da analise,03/02/2025,SP-F-3539806-12100-20250201,12100 - Inundações,Registro,106033,0,0,0,1,100,0,0,36,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,8,0,0.0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Porto Ferreira,Tirar da analise,13/01/2021,SP-F-3540705-13214-20201205,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,51407,0,0,0,0,6,0,0,12,0,0.0,1,0,0.0,0,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Porto Ferreira,Tirar da analise,01/03/2021,SP-F-3540705-13214-20210227,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,51407,0,0,0,0,2,0,0,2,0,20000.0,0,0,0.0,0,0,0.0,1,0,1000.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Porto Ferreira,Tirar da analise,26/01/2023,SP-F-3540705-13214-20221228,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,51407,0,0,0,40,0,0,0,40,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Porto Ferreira,Tirar da analise,11/10/2023,SP-F-3540705-12300-20231001,12300 - Alagamentos,Registro,51407,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Porto Ferreira,Tirar da analise,31/01/2023,SP-F-3540705-13214-20230126,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,51407,2,0,0,120,12,0,43581,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,1,"1,36E+16",,,,,,,,,,,,,,,,,,,,,,,,
SP,Porto Ferreira,Tirar da analise,26/01/2023,SP-F-3540705-13214-20230122,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,51407,0,0,0,0,12,0,0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Porto Ferreira,Tirar da analise,26/01/2023,SP-F-3540705-13214-20230115,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,51407,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Potirendaba,Tirar da analise,22/03/2024,SP-F-3540804-13214-20240319,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,15453,0,2,0,0,13,0,15796,34,0,40000.0,1,0,15000.0,2,0,25000.0,1,0,15000.0,3,0,20000.0,5,0,7800000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Presidente Epitácio,Tirar da analise,14/07/2025,SP-F-3541307-12300-20250220,12300 - Alagamentos,Não reconhecido,41324,0,15,50,5,25,0,0,15,1,750000.0,0,0,0.0,1,0,500000.0,0,0,0.0,0,0,0.0,3,0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Presidente Venceslau,Tirar da analise,09/02/2022,SP-F-3541505-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,37915,0,0,0,0,0,0,10000,90,0,50000.0,1,0,5000.0,0,0,0.0,0,0,0.0,0,0,0.0,3,0,605000.0,,,,,,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,660000.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,,,
SP,Quatá,Tirar da analise,16/03/2022,SP-F-3541703-13214-20220313,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,12828,0,0,0,0,0,0,12828,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,2,9750000.0,,,,DE 5% A 10%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122940.0,0.0,0.0,0.0,"4,78E+12",0.0,0.0,0.0,0.0,,,
SP,Rafard,Tirar da analise,30/12/2022,SP-F-3542107-13214-20221228,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8624,0,0,0,124,316,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,900000.0,,,,,,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,,,
SP,Rafard,Tirar da analise,04/02/2022,SP-F-3542107-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8624,0,0,0,200,200,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5,0,882247.0,,,,,,0.0,0.0,0.0,63560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Rafard,Tirar da analise,04/02/2022,SP-F-3542107-12300-20220130,12300 - Alagamentos,Registro,8624,0,0,0,7,93,0,0,100,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,DE 0% A 5%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Rafard,Tirar da analise,31/12/2024,SP-F-3542107-12100-20241229,12100 - Inundações,Reconhecido,8624,0,0,0,60,50,0,560,6,0,600000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,150000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Rafard,Tirar da analise,05/02/2025,SP-F-3542107-12100-20250203,12100 - Inundações,Registro,8624,0,0,0,150,50,0,0,34,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Ribeira,Tirar da analise,07/11/2023,SP-F-3542800-13214-20231029,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3358,0,0,0,120,120,0,1600,0,0,0.0,0,0,0.0,1,0,100000.0,0,0,0.0,0,0,0.0,5,0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Ribeira,Tirar da analise,25/02/2025,SP-F-3542800-13214-20250218,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3358,0,0,0,0,0,0,756,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,12,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Ribeirão Pires,Tirar da analise,06/02/2025,SP-F-3543303-13214-20250204,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,113043,0,0,0,0,8,0,26010,3,0,145475.0,0,0,0.0,1,0,510000.0,0,0,0.0,3,0,369358.0,5,0,9154465.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Rio Claro,Tirar da analise,10/06/2020,SP-F-3543907-13214-20200609,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,186299,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Rio Claro,Tirar da analise,19/02/2020,SP-F-3543907-13214-20200218,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,186299,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Rio Claro,Tirar da analise,13/03/2023,SP-F-3543907-13214-20230310,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,186299,0,1,0,0,40,0,120000,5,0,498600.0,5,0,1265000.0,16,0,2525000.0,2,0,514232.14,0,0,0.0,5,1,"5,71E+16",,,,,,,,,,,,,,,,,,,,,,,,
SP,Salto,Tirar da analise,07/02/2020,SP-F-3545209-13214-20200203,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,105569,0,0,0,0,0,0,71000,0,0,0.0,0,0,0.0,0,0,0.0,1,0,200000.0,0,0,0.0,3,0,1800000.0,,,DE 5% A 10%,,,0.0,200000.0,500000.0,300000.0,0.0,0.0,0.0,0.0,0.0,500000.0,200000.0,200000.0,0.0,0.0,0.0,0.0,,,
SP,Santa Bárbara D`Oeste,Tirar da analise,07/02/2025,SP-F-3545803-12300-20250203,12300 - Alagamentos,Reconhecido,180148,0,0,0,3,812,0,0,203,0,0.0,0,0,0.0,2,0,0.0,2,0,4200000.0,0,0,0.0,9,0,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Santa Cruz da Esperança,Tirar da analise,12/02/2020,SP-F-3546256-13214-20200205,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,1953,0,0,0,0,0,0,200,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,350000.0,,,,,,5000.0,3000.0,0.0,0.0,0.0,4000.0,0.0,5000.0,0.0,0.0,5000.0,20000.0,28000.0,0.0,0.0,30000.0,,,
SP,Santa Isabel,Tirar da analise,01/02/2022,SP-F-3546801-12200-20220130,12200 - Enxurradas,Registro,50464,0,0,0,0,300,0,50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,50000.0,0,0,1000000.0,DE 5% A 10%,,DE 5% A 10%,,,100000.0,200000.0,300000.0,300000.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,,,
SP,Santa Isabel,Tirar da analise,01/02/2022,SP-F-3546801-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,50464,0,0,0,0,300,0,50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,50000.0,0,0,1000000.0,DE 5% A 10%,,DE 5% A 10%,,,100000.0,200000.0,300000.0,300000.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,,,
SP,Santa Isabel,Tirar da analise,23/02/2024,SP-F-3546801-13214-20240222,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,50464,0,0,0,0,0,0,5014,50,0,1.0E7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,360000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Santa Maria da Serra,Tirar da analise,09/02/2022,SP-F-3547007-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5418,0,0,0,0,0,0,5418,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,330000.0,0,6,1570000.0,,,,,,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,970000.0,0.0,0.0,0.0,500000.0,500000.0,0.0,100000.0,700000.0,,,
SP,Santa Maria da Serra,Tirar da analise,26/12/2024,SP-F-3547007-13214-20241221,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5418,0,0,0,0,0,0,5314,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1880000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Santos,Tirar da analise,04/03/2020,SP-F-3548500-13214-20200302,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,419757,8,10,0,214,984,0,418541,255,230,0.0,10,0,405500.0,12,0,259600.0,2,0,1570500.0,9,0,2300000.0,0,0,"5,32E+16",,,,DE 0% A 5%,,405500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259600.0,0.0,0.0,0.0,0.0,0.0,,,
SP,São Bento do Sapucaí,Tirar da analise,14/02/2023,SP-F-3548609-13214-20230208,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10462,0,0,0,0,3,0,6154,2,0,5000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,3,4380000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,São Bento do Sapucaí,Tirar da analise,23/02/2024,SP-F-3548609-13214-20240222,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10462,0,0,0,0,15,0,6159,1,0,45000.0,1,0,52500.0,0,0,0.0,0,0,0.0,0,0,0.0,8,0,2371036.96,,,,,,,,,,,,,,,,,,,,,,,,
SP,São Carlos,Tirar da analise,27/11/2020,SP-F-3548906-13214-20201126,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,221936,0,1,0,0,20,0,22850,32,3,1440000.0,2,0,20000.0,0,0,0.0,0,0,0.0,0,0,0.0,9,0,566300.19,,,,,,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,8000000.0,0.0,,,
SP,São Carlos,Tirar da analise,15/01/2020,SP-F-3548906-13214-20200102,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,221936,0,0,0,0,188,0,55000,58,0,300000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,48,0,"1,36E+13",DE 5% A 10%,,,,,0.0,0.0,1160000.0,829356.58,0.0,0.0,0.0,"1,25E+13",0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,,,
SP,São Carlos,Tirar da analise,30/12/2022,SP-F-3548906-13214-20221228,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,221936,1,0,0,80,0,0,15000,0,0,0.0,0,0,0.0,1,0,1000000.0,2,0,0.0,0,0,0.0,25,0,2749429.19,DE 5% A 10%,,,,,0.0,0.0,1800000.0,1010148.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,,,
SP,São João da Boa Vista,Tirar da analise,19/04/2023,SP-F-3549102-13214-20230419,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,83661,0,0,0,0,0,0,0,10,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,São João da Boa Vista,Tirar da analise,28/02/2023,SP-F-3549102-13214-20230227,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,83661,0,0,0,0,28,0,1596,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,3462573.17,,,,,,,,,,,,,,,,,,,,,,,,
SP,São João da Boa Vista,Tirar da analise,27/02/2023,SP-F-3549102-13214-20230225,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,83661,0,0,0,0,0,0,0,20,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,São José do Rio Pardo,Tirar da analise,20/01/2023,SP-F-3549706-13214-20230118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,51910,0,0,0,5,0,0,15000,4,0,155000.0,3,0,170000.0,7,0,120000.0,14,0,254403.3,2,0,515000.0,8,8,2909000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,São Luís do Paraitinga,Tirar da analise,17/02/2023,SP-F-3550001-13214-20230212,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10404,0,0,0,0,354,0,390,3,0,106000.0,0,0,0.0,0,0,0.0,1,0,40000.0,0,0,0.0,5,4,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,São Miguel Arcanjo,Tirar da analise,16/03/2022,SP-F-3550209-12300-20220303,12300 - Alagamentos,Registro,31452,0,0,0,0,0,0,0,18,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,São Paulo,Tirar da analise,20/02/2020,SP-F-3550308-13214-20200210,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,11244369,0,0,0,0,0,0,16000,5000,0,2.5E7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,São Sebastião,Tirar da analise,19/08/2023,SP-F-3550704-13214-20230819,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,73833,0,0,0,1357,3948,1,6513,186,0,"2,42E+10",0,0,0.0,1,0,3.0E7,0,0,0.0,0,0,0.0,5,0,"1,43E+11",,,,,,,,,,,,,,,,,,,,,,,,
SP,São Sebastião,Tirar da analise,19/02/2023,SP-F-3550704-13214-20230218,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,73833,0,0,0,0,0,0,73833,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5,0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,São Vicente,Tirar da analise,03/03/2020,SP-F-3551009-13214-20200303,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,332424,3,0,0,5,425,0,168311,105,0,5.12E7,3,0,480847.53,9,0,1800000.0,0,0,0.0,1,0,250000.0,11,0,"1,02E+15",MAIS DE 20%,,DE 10% A 20%,MAIS DE 20%,,120000.0,105000.0,500000.0,25000.0,3000.0,15000.0,0.0,205000.0,80000.0,0.0,10000.0,0.0,0.0,0.0,0.0,521350.0,,,
SP,Sete Barras,Tirar da analise,03/02/2021,SP-F-3551801-13214-20210201,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,13006,0,0,0,6,510,0,3800,102,0,1020000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,450000.0,,,,,,0.0,0.0,30000.0,20000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Severínia,Tirar da analise,13/02/2025,SP-F-3551900-12200-20250127,12200 - Enxurradas,Não reconhecido,15504,0,0,0,0,0,0,200,50,0,0.0,2,0,0.0,5,0,0.0,0,0,0.0,5,0,0.0,100,0,350000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Socorro,Tirar da analise,05/01/2023,SP-F-3552106-13214-20230102,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,36695,0,3,3,0,300,0,7000,180,0,1000000.0,7,0,200000.0,3,0,600000.0,7,0,480000.0,1,0,30000.0,54,4,2.0E7,,,,,,,,,,,,,,,,,,,,,,,,
SP,Socorro,Tirar da analise,23/01/2024,SP-F-3552106-13214-20240121,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,36695,0,0,0,50,100,0,17450,4,0,300000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,20,0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Sorocaba,Tirar da analise,02/01/2022,SP-F-3552205-12100-20211231,12100 - Inundações,Registro,586311,0,0,0,0,0,0,36,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Sorocaba,Tirar da analise,20/02/2023,SP-F-3552205-13214-20230213,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,586311,0,0,0,162,320,0,2274,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,189833.98,16,1,7708854.39,,,,,,,,,,,,,,,,,,,,,,,,
SP,Sorocaba,Tirar da analise,13/02/2023,SP-F-3552205-13214-20230212,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,586311,0,0,0,1,47,0,2655,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,189833.98,16,1,7708854.39,,,,,,,,,,,,,,,,,,,,,,,,
SP,Sorocaba,Tirar da analise,23/01/2024,SP-F-3552205-13214-20240120,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,586311,1,0,0,210,1611,0,6901,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,0,730471.3,24,0,1.95E7,,,,,,,,,,,,,,,,,,,,,,,,
