UF,Município,Foco,Registro,Protocolo,COBRADE,Status,População,DH_Mortos,DH_Feridos,DH_Enfermos,DH_Desabrigados,DH_Desalojados,DH_Desaparecidos,DH_Outros Afetados,DM_Unidades Habitacionais Danificadas,DM_Unidades Habitacionais Destruídas,DM_Unidades Habitacionais Valor,DM_Instalações públicas de saúde Danificadas,DM_Instalações públicas de saúde Destruídas,DM_Instalações públicas de saúde Valor,DM_Instalações públicas de ensino Danificadas,DM_Instalações públicas de ensino Destruídas,DM_Instalações públicas de ensino Valor,DM_Instalações públicas prestadoras de outros serviços Danificadas,DM_Instalações públicas prestadoras de outros serviços Destruídas,DM_Instalações públicas prestadoras de outros serviços Valor,DM_Instalações públicas de uso comunitário Danificadas,DM_Instalações públicas de uso comunitário Destruídas,DM_Instalações públicas de uso comunitário Valor,DM_Obras de infraestrutura pública Danificadas,DM_Obras de infraestrutura pública Destruídas,DM_Obras de infraestrutura pública Valor,DA_Poluição ou contaminação da água,DA_Poluição ou contaminação do ar,DA_Poluição ou contaminação do solo,DA_Diminuição ou exaurimento hídrico,"DA_Incêndios em parques, APA's ou APP's","PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$)",PEPL_Abastecimento de água potável (R$),PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$),PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$),PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$),PEPL_Geração e distribuição de energia elétrica (R$),PEPL_Telecomunicações (R$),"PEPL_Transportes locais, regionais e de longo curso (R$)","PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$)",PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),,Franco da Rocha,Vizinhas
SP,Sorocaba,Tirar da analise,29/01/2025,SP-F-3552205-13214-20250128,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,586311,0,0,0,0,13,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Tabapuã,Tirar da analise,24/01/2023,SP-F-3552601-13214-20230119,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,11366,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Taboão da Serra,Tirar da analise,30/12/2020,SP-F-3552809-13214-20201229,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,244719,0,0,0,8,50,0,0,400,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Taboão da Serra,Tirar da analise,10/02/2020,SP-F-3552809-13214-20200210,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,244719,0,0,0,0,499,0,600,193,0,9650000.0,0,0,0.0,0,0,0.0,1,0,200000.0,0,0,0.0,12,0,5000000.0,,,,,,500000.0,200000.0,300000.0,2000000.0,500000.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,2000000.0,1000000.0,,,
SP,Taboão da Serra,Tirar da analise,03/02/2025,SP-F-3552809-13214-20250202,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,244719,0,0,0,40,560,0,1000,200,0,1.0E7,0,0,0.0,0,0,0.0,2,0,1500000.0,1,0,500000.0,15,0,1.5E7,,,,,,,,,,,,,,,,,,,,,,,,
SP,Tanabi,Tirar da analise,13/01/2023,SP-F-3553401-13214-20230107,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,24055,0,0,0,0,0,0,70,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,150000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Tanabi,Tirar da analise,17/12/2024,SP-F-3553401-12200-20241215,12200 - Enxurradas,Registro,24055,0,0,0,0,0,0,0,2,0,1000.0,0,0,0.0,1,0,12000.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Taquaritinga,Tirar da analise,16/01/2020,SP-F-3553708-13214-20200109,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,53985,0,0,0,0,0,0,5000,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,2646784.09,,,,DE 0% A 5%,,0.0,40000.0,25000.0,5000.0,0.0,0.0,0.0,2645666.99,0.0,5000.0,0.0,31946.77,31946.77,0.0,0.0,0.0,,,
SP,Tatuí,Tirar da analise,01/02/2023,SP-F-3554003-12100-20230128,12100 - Inundações,Reconhecido,107975,0,0,0,0,105,0,54000,0,0,0.0,0,0,0.0,0,0,0.0,1,0,500000.0,0,0,0.0,6,0,9810000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Tatuí,Tirar da analise,16/01/2023,SP-F-3554003-13214-20230111,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,107975,0,0,0,0,0,0,25000,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1542493.61,,,,,,,,,,,,,,,,,,,,,,,,
SP,Taubaté,Tirar da analise,17/02/2023,SP-F-3554102-13214-20230208,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,278724,0,0,0,0,57,0,3027,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10,1,"2,12E+16",,,,,,,,,,,,,,,,,,,,,,,,
SP,Terra Roxa,Tirar da analise,10/02/2025,SP-F-3554409-12300-20250201,12300 - Alagamentos,Registro,8505,0,0,0,19,0,0,0,9,0,20000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,400000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Tietê,Tirar da analise,20/02/2020,SP-F-3554508-13214-20200210,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,36827,0,0,0,20,60,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,100000.0,3,0,600000.0,3,0,100000.0,,,,,,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,600000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Torrinha,Tirar da analise,04/02/2022,SP-F-3554706-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,9330,0,0,0,2,5,0,20,3,1,500000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4,2,700000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,150000.0,30000.0,2000.0,5000.0,5000.0,1000.0,,,
SP,Tuiuti,Tirar da analise,08/02/2023,SP-F-3554953-12100-20221201,12100 - Inundações,Registro,5935,0,0,0,0,0,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,4000.0,DE 0% A 5%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,,,
SP,Tuiuti,Tirar da analise,02/03/2023,SP-F-3554953-12100-20230228,12100 - Inundações,Reconhecido,5935,0,0,0,0,250,0,30,30,20,700000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,4,1380000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Ubatuba,Tirar da analise,04/04/2022,SP-F-3555406-13214-20220403,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,78870,0,0,0,65,0,0,34935,22,4,186000.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,51,0,"1,63E+10",DE 0% A 5%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,,,
SP,Ubatuba,Tirar da analise,19/02/2023,SP-F-3555406-13214-20230218,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,78870,1,0,0,0,0,0,78870,82,3,2030000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10,0,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Ubatuba,Tirar da analise,08/03/2024,SP-F-3555406-13214-20240308,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,78870,0,0,0,24,0,0,1600,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,1,1.0E7,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valentim Gentil,Tirar da analise,06/02/2025,SP-F-3556107-13214-20250203,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,11031,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,31/01/2022,SP-F-3556206-12100-20220130,12100 - Inundações,Registro,106968,0,0,0,0,8,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Valinhos,Tirar da analise,11/10/2023,SP-F-3556206-12300-20231008,12300 - Alagamentos,Registro,106968,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,06/03/2023,SP-F-3556206-13214-20230228,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106968,0,0,0,0,27,0,0,28,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,16/02/2023,SP-F-3556206-13214-20230215,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106968,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,20/01/2023,SP-F-3556206-13214-20230119,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106968,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,20/01/2023,SP-F-3556206-13214-20230118,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106968,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,20/01/2023,SP-F-3556206-13214-20230117,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106968,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Valinhos,Tirar da analise,18/01/2023,SP-F-3556206-13214-20230105,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,106968,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Várzea Paulista,Tirar da analise,11/03/2021,SP-F-3556503-12100-20210307,12100 - Inundações,Registro,107146,0,0,0,0,15,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Várzea Paulista,Tirar da analise,01/02/2022,SP-F-3556503-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,107146,5,1,0,0,80,0,0,26,2,2380000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,15,0,1.9E7,,,,,,0.0,0.0,5000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,,,
SP,Várzea Paulista,Tirar da analise,27/12/2024,SP-F-3556503-13214-20241221,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,107146,4,7,0,31,172,0,0,7,2,2500000.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Vinhedo,Tirar da analise,17/01/2023,SP-F-3556701-13214-20221230,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,63685,0,0,0,0,0,0,4299,2,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,1,0,0.0,4,0,0.0,DE 0% A 5%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Vinhedo,Tirar da analise,02/02/2022,SP-F-3556701-13214-20220129,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Registro,63685,0,0,0,0,4,0,240,16,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Francisco Morato,Foco,30/01/2022,SP-F-3516309-13214-20220130,13214 - Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,154538,4,2,0,98,1792,0,0,448,27,"1,61E+10",0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,5,13,"1,23E+16",,,,,,0.0,0.0,0.0,318717.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
SP,Francisco Morato,Foco,26/12/2024,SP-F-3516309-12100-20241225,12100 - Inundações,Registro,154538,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SP,Francisco Morato,Foco,06/11/2024,SP-F-3516309-12300-20241106,12300 - Alagamentos,Registro,154538,0,0,0,0,8,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
